,_id,_index,_score,_source.additional_rooms,_source.amenities.ac,_source.amenities.assigned_user_name,_source.amenities.beds,_source.amenities.cctv,_source.amenities.cooking_range,_source.amenities.cooking_range1,_source.amenities.created_by_name,_source.amenities.cupboard,_source.amenities.curtains,_source.amenities.date_entered,_source.amenities.date_modified,_source.amenities.deleted,_source.amenities.description,_source.amenities.dining_table,_source.amenities.dishwasher,_source.amenities.fridge,_source.amenities.gas_pipeline,_source.amenities.gas_stove,_source.amenities.geyser,_source.amenities.gym,_source.amenities.id,_source.amenities.inverter,_source.amenities.landmark_near_property,_source.amenities.lawn_garden,_source.amenities.lift,_source.amenities.maintenance,_source.amenities.microwave,_source.amenities.modified_by_name,_source.amenities.modular_kitchen,_source.amenities.name,_source.amenities.nearest_airport,_source.amenities.nearest_atm,_source.amenities.nearest_dept_store_groceries,_source.amenities.nearest_dine_outs,_source.amenities.nearest_hospitals,_source.amenities.nearest_markets,_source.amenities.nearest_metro,_source.amenities.nearest_movie_theatres,_source.amenities.nearest_pharmacies,_source.amenities.nearest_schools,_source.amenities.nearest_shopping_malls,_source.amenities.parking,_source.amenities.parking_description,_source.amenities.pet_friendly,_source.amenities.playground,_source.amenities.power_backup,_source.amenities.property_furnished,_source.amenities.security_guard,_source.amenities.security_guard_available_time,_source.amenities.sofa,_source.amenities.swimming_pool,_source.amenities.total_acs,_source.amenities.total_beds,_source.amenities.total_cupboards,_source.amenities.total_curtains,_source.amenities.total_dining_tables,_source.amenities.total_dishwashers,_source.amenities.total_fridges,_source.amenities.total_gas_stoves,_source.amenities.total_geysers,_source.amenities.total_inverters,_source.amenities.total_lifts,_source.amenities.total_microwaves,_source.amenities.total_sofas,_source.amenities.total_tvs,_source.amenities.total_washing_machines,_source.amenities.total_water_purifiers,_source.amenities.total_wifi,_source.amenities.tv,_source.amenities.washing_machine,_source.amenities.water_purifier,_source.amenities.wifi,_source.amenities_status,_source.assigned_user_name,_source.available_from_date,_source.availabllity,_source.backend_status,_source.city,_source.content_team_status,_source.covered_area,_source.created_by_name,_source.currency_type,_source.data_uploaded,_source.date_entered,_source.date_modified,_source.deleted,_source.description,_source.documents.assigned_user_name,_source.documents.created_by_name,_source.documents.date_entered,_source.documents.date_modified,_source.documents.deleted,_source.documents.description,_source.documents.document_001,_source.documents.document_002,_source.documents.document_003,_source.documents.document_004,_source.documents.document_005,_source.documents.document_006,_source.documents.document_007,_source.documents.document_008,_source.documents.document_009,_source.documents.document_010,_source.documents.id,_source.documents.modified_by_name,_source.documents.name,_source.documents.photo_001,_source.documents.photo_002,_source.documents.photo_003,_source.documents.photo_004,_source.documents.photo_005,_source.documents.photo_006,_source.documents.photo_007,_source.documents.photo_008,_source.documents.photo_009,_source.documents.photo_010,_source.documents.photo_011,_source.documents.photo_012,_source.documents.photo_013,_source.documents.photo_014,_source.documents.photo_015,_source.documents.photo_016,_source.documents.photo_017,_source.documents.photo_018,_source.documents.photo_019,_source.documents.photo_020,_source.documents.photo_021,_source.documents.photo_022,_source.documents.photo_023,_source.documents.photo_024,_source.documents.photo_025,_source.documents.photo_026,_source.documents.photo_027,_source.documents.photo_028,_source.documents.photo_029,_source.documents.photo_030,_source.documents_status,_source.first_name,_source.floor,_source.flooring_type,_source.id,_source.last_name,_source.lease_duration_expected,_source.lease_subtype_expected1,_source.lease_type_expected,_source.locality,_source.location.lat,_source.location.lon,_source.lock_in_period,_source.maintenance_charges,_source.modified_by_name,_source.name,_source.no_of_balconies,_source.no_of_bathrooms,_source.owner_verified,_source.periodicity_maintenance_bill,_source.pin_code,_source.plot_area,_source.posted_on,_source.proof_of_ownership_of_rental_p,_source.property_address,_source.property_facing,_source.property_title,_source.property_type,_source.property_verified,_source.property_word_decription,_source.record_creation_type,_source.rejection_comments,_source.remarks,_source.rent_expected,_source.security_deposit,_source.send_email,_source.servant_room,_source.servant_room_with_toilet,_source.state,_source.status,_source.suitable_day,_source.suitable_time_to_call,_source.total_floors,_source.type_of_accomodation,_source.unit_of_measure,_source.unit_of_measure1,_source.year_of_construction,_source.year_of_construction1,_type
0,e025a032-bb73-e2d0-5c71-56d3d740affd,propertydata,1.0,No,1.0,,0.0,0.0,,0.0,Red Girraffe,1.0,0.0,2016-02-29 05:30:14,2016-03-10 13:11:52,0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,31cce5c6-ee32-36f6-f933-56d3d7e1992b,0.0,,0.0,1.0,1.0,0.0,Red Girraffe,0.0,RG-0000001200,,,,,,,,,,,,1.0,^reserved^,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,pending,,2016-03-07,24 Hours (Between 09:00 to 19:00),pending,New Delhi,pending,1400.0,,INR,Yes,2016-02-29 05:30:13,2016-05-20 06:13:29,0.0,"Recently constructed, Third floor with lift, 3 bedroom builder flat with 3 bathrooms and 2 balconies is available for rent in Greater Kailash-II, New Delhi. This unfurnished property includes ACs, cupboard, water purifier, gas stove, gas pipeline, geyser, and reserved parking space. It comes with a servant room with attached bathroom.",,Red Girraffe,2016-02-29 05:30:14,2016-03-20 15:16:22,0,,,,,,,,,,,,10c5f68a-8815-2ba3-1b45-56d3d71caecf,Red Girraffe,RG-0000001200,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 01 Drawing cum Dining area 1.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 02 Drawing cum Dining area 1.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 03 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 04 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 05 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 06 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/29 Feb 2016/RG-0000001200/RG-0000001200- 07 Kitchen.jpg,,,,,,,,,,,,,,,,,,,,,,,,pending,,3rd,marble,e025a032-bb73-e2d0-5c71-56d3d740affd,,24.0,,any,Greater Kailash 2,28.53594,77.239566,12.0,3000.0,,RG-0000001200,2.0,3.0,0,monthly,110048,2250.0,,No,,,"Recently Constructed, Well Maintained, 3BHK, 1400 Sq.Ft, Third Floor with lift, Builder Flat, Available for Rent in Greater Kailash-II, New Delhi.",builder_floor,0,,LISTING_WITH_SIGNUP,,1) Three Bed Rooms attach attach Bath rooms 2) Unfurnished Property 3) With 6 ACs installed  4) One Car Parking at Reserved,80000.0,160000.0,,1.0,1.0,,approved,Any,,3,3bhk,sqft,sqft,0.0,2_5,listings
0,e44865c6-0ee4-05a6-93f2-56b897e18410,propertydata,1.0,Yes,1.0,,0.0,0.0,,0.0,Red Girraffe,1.0,0.0,2016-02-08 13:27:05,2016-02-29 10:41:58,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79473c0c-3054-7494-bfbf-56b89726ee3d,0.0,,0.0,0.0,0.0,0.0,Red Girraffe,0.0,RG-0000001018,,,,,,,,,,,,1.0,^open^,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pending,,2016-02-10,24 Hours (Between 09:00 to 19:00),pending,New Delhi,pending,1800.0,,INR,Yes,2016-02-08 13:27:00,2016-05-20 06:13:30,0.0,"Well maintained, First floor, 3 bedroom Builder flat with 3 bathrooms and 2 balconies is available for rent in New Friends Colony, New Delhi. It provides an additional room as well. This unfurnished property includes AC, cupboards, geysers and open parking space. It comes with a servant room with attached bathroom.",,Red Girraffe,2016-02-08 13:27:01,2016-03-07 09:22:19,0,,,,,,,,,,,,b229cbd3-8d4b-0245-0d85-56b89747ce7f,Red Girraffe,RG-0000001018,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 01 Drawing cum Dining area 1.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 02 Drawing cum Dining area 1.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 03 Passage.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 04 Washing area.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 05 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 06 Bed room 1.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 07 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 08 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 09 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 10 Balcony.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 11 Bed Room 3.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 12 Bed room 3.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 13 Bath Room 3.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 14 Store Room.jpg,https://storage.googleapis.com/rglistcdn/10feb/RG-0000001018/RG-0000001018- 15 Kitchen.jpg,,,,,,,,,,,,,,,,pending,,1st,marble,e44865c6-0ee4-05a6-93f2-56b897e18410,,24.0,,any,New Friends Colony,28.569613,77.271186,12.0,0.0,,RG-0000001018,2.0,3.0,0,NA,110025,4500.0,,No,,,"Well Maintained, 3BHK, 1800 Sq.Ft, First Floor, Builder Flat, Available for Rent in New Friends Colony, New Delhi.",builder_floor,0,,LISTING_WITH_SIGNUP,,1) Three Bed rooms attach Three Bath rooms 2) Unfurnished Floor 3) Without ACs and Power Bakcup 4) One additional Store or Study Room,80000.0,160000.0,,1.0,1.0,,approved,Any,,2,3bhk,sqft,sqft,0.0,10_,listings
0,e830b1f1-915d-d012-e184-56e1295e9704,propertydata,1.0,No,1.0,,0.0,0.0,,0.0,Red Girraffe,1.0,0.0,2016-03-10 07:58:25,2016-03-29 06:30:26,0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,48f74df0-7397-250e-818c-56e12914d93c,0.0,,0.0,1.0,1.0,1.0,Red Girraffe,0.0,RG-0000001332,,,,,,,,,,,,1.0,^reserved^,0.0,0.0,1.0,,1.0,24.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,pending,,2016-03-10,24 Hours (Between 09:00 to 19:00),pending,New Delhi,pending,3000.0,,INR,Yes,2016-03-10 07:58:24,2016-05-20 06:13:32,0.0,"A duplex (basement ground) 2 bedroom builder flat with a lift, 2 bathrooms is available for rent in Vasant Vihar. This property includes centrally AC, Fridge, cupboards, gas stove, geysers, water purifier, microwave, piped gas, power backup, 24H security and a reserved and a reserved parking space. This property also includes a servant room with attached bathroom.",,Red Girraffe,2016-03-10 07:58:25,2016-04-19 05:24:31,0,,,,,,,,,,,,179103fe-6277-b218-32cb-56e129e14248,Red Girraffe,RG-0000001332,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 01 Hall In Basement.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 02 Hall in Basement.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 03 Bath Room 1 in Basement.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 04 Drawing cum Dining area.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 05 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 06 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 07 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 08 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 09 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001332/RG-0000001332- 10 Parking.jpg,,,,,,,,,,,,,,,,,,,,,pending,,Duplex,marble,e830b1f1-915d-d012-e184-56e1295e9704,,24.0,,any,Vasant Vihar,28.560019,77.159753,12.0,10000.0,,RG-0000001332,0.0,2.0,0,monthly,110057,5400.0,,No,,,"Well Maintained, 2BHK, 3000 Sq.Ft, Duplex Builder Flat With Lift Available for Rent in Vasant Vihar.",builder_floor,0,,LISTING_WITH_SIGNUP,,"1) Two Bed Rooms attach Bathrooms 2) Semi Furnurnished property 3) With 5 Centrally ACs and 100 percent Power Backup   
4) One Reserved",200000.0,400000.0,,1.0,1.0,,approved,Any,,3,2bhk,sqft,sqft,0.0,5_10,listings
0,e953dd6e-889e-8604-8940-56deb8659bf1,propertydata,1.0,,0.0,,0.0,0.0,,0.0,Red Girraffe,0.0,0.0,2016-03-08 11:34:22,2016-04-27 10:40:22,0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,391690aa-2d51-6159-94f4-56deb8385bd4,0.0,,0.0,0.0,0.0,0.0,Administrator,0.0,RG-0000001321,,,,,,,,,,,,1.0,^reserved^,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pending,,,10:00 to 18:00,pending,New Delhi,pending,3000.0,,INR,Yes,2016-03-08 11:34:21,2016-05-20 06:13:32,0.0,Well maintained second floor 6 bedroom builder flat with 6 bathrooms and 3 balconies is available for rent in Safdarjung Development Area.. This property includes geysers and a reserved parking space. Also included is a servant room with attached bathroom.,,Red Girraffe,2016-03-08 11:34:22,2016-04-19 05:24:32,0,,,,,,,,,,,,1948379e-8eda-ffa1-2959-56deb8ae5e06,Red Girraffe,RG-0000001321,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 01 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 02 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 03 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 04 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 05 Bedroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 06 Bedroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 07 Bathroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 08 Bedroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 09 Bedroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 10 Bathroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 11 Bedroom-3.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 12 Bedroom-3.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 13 Bathroom-3.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 14 Bedroom-4.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 15 Bedroom-4.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 16 Bathroom-4.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321/RG-0000001321- 17 Bathroom-4.jpg,,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/:,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 01 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 02 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 03 Drawing Room.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 04 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 05 Bedroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 06 Bedroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 07 Bathroom-1.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 08 Bedroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 09 Bedroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 10 Bathroom-2.jpg,https://storage.googleapis.com/rglistcdn/09 March/RG-0000001321A/RG-0000001321A- 11 Bedroom-3.jpg,pending,,2nd,marble,e953dd6e-889e-8604-8940-56deb8659bf1,,24.0,individual_working,any,Safdarjung Development Area,28.553045,77.20177,12.0,0.0,,RG-0000001321,3.0,6.0,0,NA,110016,5400.0,,No,,,"Well Maintained 6BHK, 3000Sq.Ft, Second Floor Builder Flat, Available for Rent in Safdarjung Development Area.",builder_floor,0,,LISTING_WITH_SIGNUP,,,200000.0,400000.0,aaaspinners1980@gmail. com,1.0,1.0,,approved,,,2,6bhk,sqft,sqft,0.0,5_10,listings
0,f408c66f-e86d-cd5c-d4bb-56d69969d785,propertydata,1.0,No,1.0,,0.0,0.0,,0.0,Red Girraffe,1.0,1.0,2016-03-02 07:40:55,2016-03-16 06:54:47,0,,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5a2cfb75-aaeb-fe32-ea13-56d699b4546e,0.0,,0.0,0.0,1.0,0.0,Red Girraffe,0.0,RG-0000001248,,,,,,,,,,,,1.0,"^reserved^,^open^",0.0,0.0,1.0,,1.0,24.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,pending,,2016-03-02,24 Hours (Between 09:00 to 19:00),pending,New Delhi,pending,2100.0,,INR,Yes,2016-03-02 07:40:54,2016-05-20 06:13:37,0.0,"Recently constructed, first floor, 3 bedroom builder flat with 3 bathrooms and 4 balconies is available for rent in Defence Colony, one of Delhis posh localities. This unfurnished property includes ACs, fridge, washing machine, curtains cupboard, water purifier, gas stove, geysers, 24 H security, power backup, gas pipeline and a parking space. It comes with a servant room with attached bathroom.",,Red Girraffe,2016-03-02 07:40:55,2016-03-24 06:48:19,0,,,,,,,,,,,,2ed4bc52-c8b4-b582-12ef-56d6994f5e1f,Red Girraffe,RG-0000001248,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -01 Drawing cum Dining room (2).jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -01 Drawing cum Dining room.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -02 Living room.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -03 Dining room.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -04 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -05 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -06 Bed room-1.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -07 Bed room-1.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -08 Bath room-1.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -09 Bed room-2.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -10 Bath room-2.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -11 Bed room-3.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -12 Bed room-3.jpg,https://storage.googleapis.com/rglistcdn/02 March/RG0000001248/RG0000001248 -13 Bath room-3.jpg,,,,,,,,,,,,,,,,,pending,,1st,marble,f408c66f-e86d-cd5c-d4bb-56d69969d785,,36.0,,any,Defence Colony,28.572269,77.232564,12.0,8000.0,,RG-0000001248,4.0,3.0,0,monthly,110024,2925.0,,No,,,"Recently Constructed, Well Maintained, 3BHK, 2100 Sq.Ft, First Floor Builder Flat, Available for Rent in Defence Colony, New Delhi.",builder_floor,0,,LISTING_WITH_SIGNUP,,1) Three Bed rooms attach Bath rooms 2)Semi furnished Property 3) Posh community,150000.0,300000.0,,0.0,0.0,,approved,Any,,3,3bhk,sqft,sqft,0.0,2_5,listings
0,f9b10e7f-81f7-ff90-3c16-56e161b4e1f7,propertydata,1.0,no,1.0,,0.0,0.0,,0.0,Red Girraffe,1.0,1.0,2016-03-10 11:58:50,2016-03-17 06:13:34,0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4afaadb2-eede-a9b3-0eff-56e1615f7c0c,0.0,,0.0,1.0,0.0,0.0,Administrator,0.0,RG-0000001341,,,,,,,,,,,,1.0,^open^,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,pending,,,10:00 to 18:00,pending,New Delhi,pending,1800.0,,INR,Yes,2016-03-10 11:58:50,2016-05-20 06:13:38,0.0,"Well Maintained second floor 3 bedroom builder flat with a lift 4 bathrooms and 2 balconies is available for rent in Safdarjung Enclave. This property includes ACs, curtains, gas stove, geysers, cupboards, water purifier, gas pipeline, security and ample parking space. Also included is a servant room with attached bathroom. ",,Red Girraffe,2016-03-10 11:58:50,2016-04-19 05:24:36,0,,,,,,,,,,,,2ec1943c-782e-19ab-33cf-56e161fc8405,Red Girraffe,RG-0000001341,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -01 Lobby.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -02 Bed room-1.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -03 Drawing room.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -04 Drawing room.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -05 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -06 Bed room-2.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -07 Bed room-2.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -08 Bath room-2.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -09  Bed room-3.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -10  Bed room-3.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -11  Bed room-3.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -12  Bath room-3.jpg,https://storage.googleapis.com/rglistcdn/10 March/RG-0000001341/RG-0000001341 -13 Powder room.jpg,,,,,,,,,,,,,,,,,,pending,,2nd,marble,f9b10e7f-81f7-ff90-3c16-56e161b4e1f7,,24.0,individual_working,personal_lease,Safdarjung Enclave,28.5636236,77.2370746,12.0,0.0,,RG-0000001341,2.0,4.0,0,NA,110029,3600.0,,Yes,,N,"Newly Constructed 3BHK, 1800Sq.Ft, Second Floor Builder Flat With Lift, Available for Rent in Safdarjung Enclave.",builder_floor,0,,LISTING_WITH_SIGNUP,,,150000.0,300000.0,,1.0,1.0,,approved,,,3,3bhk,sqft,sqft,0.0,2_5,listings
